code,short_desc,long_desc,is_header
E103319,"Type 1 diab with mod nonp rtnop with macular edema, unsp","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E103391,"Type 1 diab with mod nonp rtnop without macular edema, r eye","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",0
E103392,"Type 1 diab with mod nonp rtnop without macular edema, l eye","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",0
E103393,"Type 1 diab with mod nonp rtnop without macular edema, bi","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",0
E103399,"Type 1 diab with mod nonp rtnop without macular edema, unsp","Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E103411,"Type 1 diab with severe nonp rtnop with macular edema, r eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",0
E103412,"Type 1 diab with severe nonp rtnop with macular edema, l eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",0
E103413,"Type 1 diab with severe nonp rtnop with macular edema, bi","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",0
E103419,"Type 1 diab with severe nonp rtnop with macular edema, unsp","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E103491,"Type 1 diab with severe nonp rtnop without mclr edema, r eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",0
E103492,"Type 1 diab with severe nonp rtnop without mclr edema, l eye","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",0
E103493,"Type 1 diab with severe nonp rtnop without macular edema, bi","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",0
E103499,"Type 1 diab with severe nonp rtnop without mclr edema, unsp","Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E103511,"Type 1 diab with prolif diab rtnop with macular edema, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",0
E103512,"Type 1 diab with prolif diab rtnop with macular edema, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",0
E103513,"Type 1 diab with prolif diab rtnop with macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",0
E103519,"Type 1 diab with prolif diab rtnop with macular edema, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",0
E103521,"Type 1 diab w prolif diab rtnop w trctn dtch macula, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",0
E103522,"Type 1 diab w prolif diab rtnop w trctn dtch macula, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",0
E103523,"Type 1 diab w prolif diab rtnop with trctn dtch macula, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",0
E103529,"Type 1 diab w prolif diab rtnop with trctn dtch macula, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",0
E103531,"Type 1 diab w prolif diab rtnop w trctn dtch n-mcla, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",0
E103532,"Type 1 diab w prolif diab rtnop w trctn dtch n-mcla, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",0
E103533,"Type 1 diab w prolif diab rtnop with trctn dtch n-mcla, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",0
E103539,"Type 1 diab w prolif diab rtnop with trctn dtch n-mcla, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",0
E103541,"Type 1 diab with prolif diab rtnop with comb detach, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",0
E103542,"Type 1 diab with prolif diab rtnop with comb detach, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",0
E103543,"Type 1 diab with prolif diabetic rtnop with comb detach, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",0
E103549,"Type 1 diab with prolif diab rtnop with comb detach, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",0
E103551,"Type 1 diabetes with stable prolif diabetic rtnop, right eye","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",0
E103552,"Type 1 diabetes with stable prolif diabetic rtnop, left eye","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",0
E103553,"Type 1 diabetes with stable prolif diabetic rtnop, bilateral","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",0
E103559,"Type 1 diabetes with stable prolif diabetic rtnop, unsp","Type 1 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",0
E103591,"Type 1 diab with prolif diab rtnop without mclr edema, r eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",0
E103592,"Type 1 diab with prolif diab rtnop without mclr edema, l eye","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",0
E103593,"Type 1 diab with prolif diab rtnop without macular edema, bi","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",0
E103599,"Type 1 diab with prolif diab rtnop without mclr edema, unsp","Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",0
E1036,Type 1 diabetes mellitus with diabetic cataract,Type 1 diabetes mellitus with diabetic cataract,0
E1037X1,"Type 1 diab with diab mclr edema, resolved fol trtmt, r eye","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",0
E1037X2,"Type 1 diab with diab mclr edema, resolved fol trtmt, l eye","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",0
E1037X3,"Type 1 diab with diab macular edema, resolved fol trtmt, bi","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",0
E1037X9,"Type 1 diab with diab mclr edema, resolved fol trtmt, unsp","Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",0
E1039,Type 1 diabetes w oth diabetic ophthalmic complication,Type 1 diabetes mellitus with other diabetic ophthalmic complication,0
E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unsp","Type 1 diabetes mellitus with diabetic neuropathy, unspecified",0
E1041,Type 1 diabetes mellitus with diabetic mononeuropathy,Type 1 diabetes mellitus with diabetic mononeuropathy,0
E1042,Type 1 diabetes mellitus with diabetic polyneuropathy,Type 1 diabetes mellitus with diabetic polyneuropathy,0
E1043,Type 1 diabetes w diabetic autonomic (poly)neuropathy,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,0
E1044,Type 1 diabetes mellitus with diabetic amyotrophy,Type 1 diabetes mellitus with diabetic amyotrophy,0
E1049,Type 1 diabetes w oth diabetic neurological complication,Type 1 diabetes mellitus with other diabetic neurological complication,0
E1051,Type 1 diabetes w diabetic peripheral angiopath w/o gangrene,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,0
E1052,Type 1 diabetes w diabetic peripheral angiopathy w gangrene,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,0
E1059,Type 1 diabetes mellitus with oth circulatory complications,Type 1 diabetes mellitus with other circulatory complications,0
E10610,Type 1 diabetes mellitus w diabetic neuropathic arthropathy,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,0
E10618,Type 1 diabetes mellitus with other diabetic arthropathy,Type 1 diabetes mellitus with other diabetic arthropathy,0
E10620,Type 1 diabetes mellitus with diabetic dermatitis,Type 1 diabetes mellitus with diabetic dermatitis,0
E10621,Type 1 diabetes mellitus with foot ulcer,Type 1 diabetes mellitus with foot ulcer,0
E10622,Type 1 diabetes mellitus with other skin ulcer,Type 1 diabetes mellitus with other skin ulcer,0
E10628,Type 1 diabetes mellitus with other skin complications,Type 1 diabetes mellitus with other skin complications,0
E10630,Type 1 diabetes mellitus with periodontal disease,Type 1 diabetes mellitus with periodontal disease,0
E10638,Type 1 diabetes mellitus with other oral complications,Type 1 diabetes mellitus with other oral complications,0
E10641,Type 1 diabetes mellitus with hypoglycemia with coma,Type 1 diabetes mellitus with hypoglycemia with coma,0
E10649,Type 1 diabetes mellitus with hypoglycemia without coma,Type 1 diabetes mellitus with hypoglycemia without coma,0
E1065,Type 1 diabetes mellitus with hyperglycemia,Type 1 diabetes mellitus with hyperglycemia,0
E1069,Type 1 diabetes mellitus with other specified complication,Type 1 diabetes mellitus with other specified complication,0
E108,Type 1 diabetes mellitus with unspecified complications,Type 1 diabetes mellitus with unspecified complications,0
E109,Type 1 diabetes mellitus without complications,Type 1 diabetes mellitus without complications,0
E10A0,"Type 1 diabetes mellitus, presymptomatic, unspecified","Type 1 diabetes mellitus, presymptomatic, unspecified",0
E10A1,"Type 1 diabetes mellitus, presymptomatic, Stage 1","Type 1 diabetes mellitus, presymptomatic, Stage 1",0
E10A2,"Type 1 diabetes mellitus, presymptomatic, Stage 2","Type 1 diabetes mellitus, presymptomatic, Stage 2",0
E1100,Type 2 diab w hyprosm w/o nonket hyprgly-hypros coma (NKHHC),Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),0
E1101,Type 2 diabetes mellitus with hyperosmolarity with coma,Type 2 diabetes mellitus with hyperosmolarity with coma,0
E1110,Type 2 diabetes mellitus with ketoacidosis without coma,Type 2 diabetes mellitus with ketoacidosis without coma,0
E1111,Type 2 diabetes mellitus with ketoacidosis with coma,Type 2 diabetes mellitus with ketoacidosis with coma,0
E1121,Type 2 diabetes mellitus with diabetic nephropathy,Type 2 diabetes mellitus with diabetic nephropathy,0
E1122,Type 2 diabetes mellitus w diabetic chronic kidney disease,Type 2 diabetes mellitus with diabetic chronic kidney disease,0
E1129,Type 2 diabetes mellitus w oth diabetic kidney complication,Type 2 diabetes mellitus with other diabetic kidney complication,0
E11311,Type 2 diabetes w unsp diabetic retinopathy w macular edema,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,0
E11319,Type 2 diabetes w unsp diabetic rtnop w/o macular edema,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,0
E113211,"Type 2 diab with mild nonp rtnop with macular edema, r eye","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",0
E113212,"Type 2 diab with mild nonp rtnop with macular edema, l eye","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",0
E113213,"Type 2 diabetes with mild nonp rtnop with macular edema, bi","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",0
E113219,"Type 2 diab with mild nonp rtnop with macular edema, unsp","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E113291,"Type 2 diab with mild nonp rtnop without mclr edema, r eye","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",0
E113292,"Type 2 diab with mild nonp rtnop without mclr edema, l eye","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",0
E113293,"Type 2 diab with mild nonp rtnop without macular edema, bi","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",0
E113299,"Type 2 diab with mild nonp rtnop without macular edema, unsp","Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E113311,"Type 2 diab with mod nonp rtnop with macular edema, r eye","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",0
E113312,"Type 2 diab with mod nonp rtnop with macular edema, l eye","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",0
E113313,"Type 2 diab with moderate nonp rtnop with macular edema, bi","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",0
E113319,"Type 2 diab with mod nonp rtnop with macular edema, unsp","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E113391,"Type 2 diab with mod nonp rtnop without macular edema, r eye","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",0
E113392,"Type 2 diab with mod nonp rtnop without macular edema, l eye","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",0
E113393,"Type 2 diab with mod nonp rtnop without macular edema, bi","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",0
E113399,"Type 2 diab with mod nonp rtnop without macular edema, unsp","Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E113411,"Type 2 diab with severe nonp rtnop with macular edema, r eye","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",0
E113412,"Type 2 diab with severe nonp rtnop with macular edema, l eye","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",0
E113413,"Type 2 diab with severe nonp rtnop with macular edema, bi","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",0
E113419,"Type 2 diab with severe nonp rtnop with macular edema, unsp","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E113491,"Type 2 diab with severe nonp rtnop without mclr edema, r eye","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",0
E113492,"Type 2 diab with severe nonp rtnop without mclr edema, l eye","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",0
E113493,"Type 2 diab with severe nonp rtnop without macular edema, bi","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",0
E113499,"Type 2 diab with severe nonp rtnop without mclr edema, unsp","Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E113511,"Type 2 diab with prolif diab rtnop with macular edema, r eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",0
E113512,"Type 2 diab with prolif diab rtnop with macular edema, l eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",0
E113513,"Type 2 diab with prolif diab rtnop with macular edema, bi","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",0
E113519,"Type 2 diab with prolif diab rtnop with macular edema, unsp","Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",0
E113521,"Type 2 diab w prolif diab rtnop w trctn dtch macula, r eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",0
E113522,"Type 2 diab w prolif diab rtnop w trctn dtch macula, l eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",0
E113523,"Type 2 diab w prolif diab rtnop with trctn dtch macula, bi","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",0
E113529,"Type 2 diab w prolif diab rtnop with trctn dtch macula, unsp","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",0
E113531,"Type 2 diab w prolif diab rtnop w trctn dtch n-mcla, r eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",0
E113532,"Type 2 diab w prolif diab rtnop w trctn dtch n-mcla, l eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",0
E113533,"Type 2 diab w prolif diab rtnop with trctn dtch n-mcla, bi","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",0
E113539,"Type 2 diab w prolif diab rtnop with trctn dtch n-mcla, unsp","Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",0
E113541,"Type 2 diab with prolif diab rtnop with comb detach, r eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",0
E113542,"Type 2 diab with prolif diab rtnop with comb detach, l eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",0
E113543,"Type 2 diab with prolif diabetic rtnop with comb detach, bi","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",0
E113549,"Type 2 diab with prolif diab rtnop with comb detach, unsp","Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",0
E113551,"Type 2 diabetes with stable prolif diabetic rtnop, right eye","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",0
E113552,"Type 2 diabetes with stable prolif diabetic rtnop, left eye","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",0
E113553,"Type 2 diabetes with stable prolif diabetic rtnop, bilateral","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",0
E113559,"Type 2 diabetes with stable prolif diabetic rtnop, unsp","Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",0
E113591,"Type 2 diab with prolif diab rtnop without mclr edema, r eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",0
E113592,"Type 2 diab with prolif diab rtnop without mclr edema, l eye","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",0
E113593,"Type 2 diab with prolif diab rtnop without macular edema, bi","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",0
E113599,"Type 2 diab with prolif diab rtnop without mclr edema, unsp","Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",0
E1136,Type 2 diabetes mellitus with diabetic cataract,Type 2 diabetes mellitus with diabetic cataract,0
E1137X1,"Type 2 diab with diab mclr edema, resolved fol trtmt, r eye","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",0
E1137X2,"Type 2 diab with diab mclr edema, resolved fol trtmt, l eye","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",0
E1137X3,"Type 2 diab with diab macular edema, resolved fol trtmt, bi","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",0
E1137X9,"Type 2 diab with diab mclr edema, resolved fol trtmt, unsp","Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",0
E1139,Type 2 diabetes w oth diabetic ophthalmic complication,Type 2 diabetes mellitus with other diabetic ophthalmic complication,0
E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unsp","Type 2 diabetes mellitus with diabetic neuropathy, unspecified",0
E1141,Type 2 diabetes mellitus with diabetic mononeuropathy,Type 2 diabetes mellitus with diabetic mononeuropathy,0
E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,Type 2 diabetes mellitus with diabetic polyneuropathy,0
E1143,Type 2 diabetes w diabetic autonomic (poly)neuropathy,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,0
E1144,Type 2 diabetes mellitus with diabetic amyotrophy,Type 2 diabetes mellitus with diabetic amyotrophy,0
E1149,Type 2 diabetes w oth diabetic neurological complication,Type 2 diabetes mellitus with other diabetic neurological complication,0
E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,0
E1152,Type 2 diabetes w diabetic peripheral angiopathy w gangrene,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,0
E1159,Type 2 diabetes mellitus with oth circulatory complications,Type 2 diabetes mellitus with other circulatory complications,0
E11610,Type 2 diabetes mellitus w diabetic neuropathic arthropathy,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,0
E11618,Type 2 diabetes mellitus with other diabetic arthropathy,Type 2 diabetes mellitus with other diabetic arthropathy,0
E11620,Type 2 diabetes mellitus with diabetic dermatitis,Type 2 diabetes mellitus with diabetic dermatitis,0
E11621,Type 2 diabetes mellitus with foot ulcer,Type 2 diabetes mellitus with foot ulcer,0
E11622,Type 2 diabetes mellitus with other skin ulcer,Type 2 diabetes mellitus with other skin ulcer,0
E11628,Type 2 diabetes mellitus with other skin complications,Type 2 diabetes mellitus with other skin complications,0
E11630,Type 2 diabetes mellitus with periodontal disease,Type 2 diabetes mellitus with periodontal disease,0
E11638,Type 2 diabetes mellitus with other oral complications,Type 2 diabetes mellitus with other oral complications,0
E11641,Type 2 diabetes mellitus with hypoglycemia with coma,Type 2 diabetes mellitus with hypoglycemia with coma,0
E11649,Type 2 diabetes mellitus with hypoglycemia without coma,Type 2 diabetes mellitus with hypoglycemia without coma,0
E1165,Type 2 diabetes mellitus with hyperglycemia,Type 2 diabetes mellitus with hyperglycemia,0
E1169,Type 2 diabetes mellitus with other specified complication,Type 2 diabetes mellitus with other specified complication,0
E118,Type 2 diabetes mellitus with unspecified complications,Type 2 diabetes mellitus with unspecified complications,0
E119,Type 2 diabetes mellitus without complications,Type 2 diabetes mellitus without complications,0
E11A,Type 2 diabetes mellitus without complications in remission,Type 2 diabetes mellitus without complications in remission,0
E1300,Oth diab w hyprosm w/o nonket hyprgly-hypros coma (NKHHC),Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),0
E1301,Oth diabetes mellitus with hyperosmolarity with coma,Other specified diabetes mellitus with hyperosmolarity with coma,0
E1310,Oth diabetes mellitus with ketoacidosis without coma,Other specified diabetes mellitus with ketoacidosis without coma,0
E1311,Oth diabetes mellitus with ketoacidosis with coma,Other specified diabetes mellitus with ketoacidosis with coma,0
E1321,Other specified diabetes mellitus with diabetic nephropathy,Other specified diabetes mellitus with diabetic nephropathy,0
E1322,Oth diabetes mellitus with diabetic chronic kidney disease,Other specified diabetes mellitus with diabetic chronic kidney disease,0
E1329,Oth diabetes mellitus with oth diabetic kidney complication,Other specified diabetes mellitus with other diabetic kidney complication,0
E13311,Oth diabetes w unsp diabetic retinopathy w macular edema,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,0
E13319,Oth diabetes w unsp diabetic retinopathy w/o macular edema,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,0
E133211,"Oth diabetes with mild nonp rtnop with macular edema, r eye","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",0
E133212,"Oth diab with mild nonp rtnop with macular edema, left eye","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",0
E133213,"Oth diabetes with mild nonp rtnop with macular edema, bi","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",0
E133219,"Oth diabetes with mild nonp rtnop with macular edema, unsp","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E133291,"Oth diab with mild nonp rtnop without macular edema, r eye","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",0
E133292,"Oth diab with mild nonp rtnop without macular edema, l eye","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",0
E133293,"Oth diabetes with mild nonp rtnop without macular edema, bi","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",0
E133299,"Oth diab with mild nonp rtnop without macular edema, unsp","Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E133311,"Oth diab with moderate nonp rtnop with macular edema, r eye","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",0
E133312,"Oth diab with moderate nonp rtnop with macular edema, l eye","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",0
E133313,"Oth diabetes with moderate nonp rtnop with macular edema, bi","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",0
E133319,"Oth diab with moderate nonp rtnop with macular edema, unsp","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E133391,"Oth diab with mod nonp rtnop without macular edema, r eye","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",0
E133392,"Oth diab with mod nonp rtnop without macular edema, l eye","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",0
E133393,"Oth diab with moderate nonp rtnop without macular edema, bi","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",0
E133399,"Oth diab with mod nonp rtnop without macular edema, unsp","Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E133411,"Oth diab with severe nonp rtnop with macular edema, r eye","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",0
E133412,"Oth diab with severe nonp rtnop with macular edema, left eye","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",0
E133413,"Oth diabetes with severe nonp rtnop with macular edema, bi","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",0
E133419,"Oth diabetes with severe nonp rtnop with macular edema, unsp","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",0
E133491,"Oth diab with severe nonp rtnop without macular edema, r eye","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",0
E133492,"Oth diab with severe nonp rtnop without macular edema, l eye","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",0
E133493,"Oth diab with severe nonp rtnop without macular edema, bi","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",0
E133499,"Oth diab with severe nonp rtnop without macular edema, unsp","Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",0
E133511,"Oth diab with prolif diab rtnop with macular edema, r eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",0
E133512,"Oth diab with prolif diab rtnop with macular edema, left eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",0
E133513,"Oth diab with prolif diabetic rtnop with macular edema, bi","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",0
E133519,"Oth diab with prolif diabetic rtnop with macular edema, unsp","Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",0
E133521,"Oth diab w prolif diab rtnop with trctn dtch macula, r eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",0
E133522,"Oth diab w prolif diab rtnop with trctn dtch macula, l eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",0
E133523,"Oth diab with prolif diab rtnop with trctn dtch macula, bi","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",0
E133529,"Oth diab with prolif diab rtnop with trctn dtch macula, unsp","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",0
E133531,"Oth diab w prolif diab rtnop with trctn dtch n-mcla, r eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",0
E133532,"Oth diab w prolif diab rtnop with trctn dtch n-mcla, l eye","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",0
E133533,"Oth diab with prolif diab rtnop with trctn dtch n-mcla, bi","Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",0
